Z_tech_index,country,year,format,label,type,genre,style,id,barcode,master_id,master_url,uri,catno,title,thumb,cover_image,resource_url,community,format_quantity,formats,etag
653,Japan,1991,"[""CD"", ""Compilation"", ""Mixed"", ""Promo""]","[""Imagination Sound""]",release,"[""Hip Hop"", ""Funk / Soul""]","[""Contemporary R&B""]",34944446,[],0,,/release/34944446-Various-Tokyo-RB-Style-Luxury-Mix-US-RB-Classics,I-006,Various - Tokyo R&B Style (Luxury Mix - US R&B Classics),,,https://api.discogs.com/releases/34944446,"{""want"": 5, ""have"": 1}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation"", ""Mixed"", ""Promo""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
654,Germany,1991,"[""CD"", ""Album"", ""Copy Protected""]","[""Edel Records"", ""Edel Records"", ""Optimal Media Production""]",release,"[""Hip Hop""]","[""Instrumental"", ""Conscious""]",1506298,"[""4 029758 561928"", ""LC 01666"", ""GEMA/BIEM"", ""A405998-01 manufactured by optimal media production"", ""ifpi L571"", ""IFPI 9707"", ""A405998-02 manufactured by optimal media production"", ""ifpi L571"", ""IFPI 9710""]",77478,https://api.discogs.com/masters/77478,/release/1506298-Arrested-Development-Among-The-Trees,0156192ERE,Arrested Development - Among The Trees,,,https://api.discogs.com/releases/1506298,"{""want"": 29, ""have"": 166}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""text"": ""Digipak"", ""descriptions"": [""Album"", ""Copy Protected""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
655,Slovenia,2015,"[""File"", ""WAV"", ""Maxi-Single""]","[""Rite of Passage""]",release,"[""Electronic""]","[""Acid"", ""Acid House"", ""Breaks""]",22050730,[],0,,/release/22050730-Kizoku-OMNIBUS-13,OMNI13,Kizoku - OMNIBUS 13,,,https://api.discogs.com/releases/22050730,"{""want"": 14, ""have"": 3}",0,"[{""name"": ""File"", ""qty"": ""1"", ""descriptions"": [""WAV"", ""Maxi-Single""]}]",PJYxOsZhHQ2eXb9SthpcYkOsSXg
656,UK,2015,"[""Vinyl"", ""12\"""", ""EP""]","[""Body Movement""]",release,"[""Electronic""]","[""House"", ""Electro""]",21638779,[],3948047,https://api.discogs.com/masters/3948047,/release/21638779-Kepler-Relpek-One-For-Bill-EP,BMVMT005,"Kepler., Relpek - One For Bill EP",,,https://api.discogs.com/releases/21638779,"{""want"": 113, ""have"": 122}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""EP""]}]",oART8WTAiViX7EVUfVfVd4oWgf4
657,UK,1991,"[""Vinyl"", ""12\"""", ""EP"", ""Test Pressing""]","[""Body Movement""]",release,"[""Electronic""]","[""House"", ""Electro""]",34897832,[],3948047,https://api.discogs.com/masters/3948047,/release/34897832-Kepler-Relpek-One-For-Bill-EP,BMVMT005,"Kepler., Relpek - One For Bill EP",,,https://api.discogs.com/releases/34897832,"{""want"": 0, ""have"": 2}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""EP"", ""Test Pressing""]}]",oART8WTAiViX7EVUfVfVd4oWgf4
658,Italy,1991,"[""Vinyl"", ""12\"""", ""45 RPM"", ""Stereo""]","[""Italian Style Production"", ""Italian Style Production""]",release,"[""Electronic""]","[""House"", ""Techno""]",415092,"[""4007196131682"", ""S.I.A.E.""]",0,,/release/415092-Task-Force-Spaak,ISP 1034,Task Force (12) - Spaak,,,https://api.discogs.com/releases/415092,"{""want"": 169, ""have"": 106}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""45 RPM"", ""Stereo""]}]",HPnz_V0BOn0Fij96hmzeCW8bzKY
659,Belgium,1991,"[""Vinyl"", ""12\""""]","[""Subway Dance""]",release,"[""Electronic""]","[""Techno""]",292166,[],0,,/release/292166-Hypp-Krimson-Dance-Wings,SD 4018-R,Hypp & Krimson - Dance Wings,,,https://api.discogs.com/releases/292166,"{""want"": 354, ""have"": 129}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\""""]}]",uJBo7rlrz3IyuMe855_aRxrrzrk
660,Belgium,2021,"[""Vinyl"", ""12\"""", ""45 RPM"", ""Partially Mixed""]","[""Subway Dance"", ""BE'S Songs"", ""Take"", ""Foon""]",release,"[""Electronic""]","[""Techno"", ""Euro House""]",99172,"[""5 413443 401832"", ""SABAM-BIEM"", ""SD 4018 A1  TAK6-MIX  THE BROTHERS ARE NOT DEAD  FOON MASTERING"", ""SD 4018-B1  TAK6-MIX  FOON MASTERING""]",113434,https://api.discogs.com/masters/113434,/release/99172-Various-Mixed-By-DJ-Pat-Krimson-Take-6-Megamix,SD 4018-12,Various Mixed By DJ Pat Krimson* - Take 6 Megamix,,,https://api.discogs.com/releases/99172,"{""want"": 50, ""have"": 387}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""45 RPM"", ""Partially Mixed""]}]",uJBo7rlrz3IyuMe855_aRxrrzrk
661,Belgium,1991,"[""CD"", ""Maxi-Single"", ""Partially Mixed""]","[""Subway Dance"", ""Subway Dance"", ""Take""]",release,"[""Electronic""]","[""Techno"", ""Euro House""]",743572,"[""5 413443 401825""]",113434,https://api.discogs.com/masters/113434,/release/743572-Various-Take-6-Mega-Mix,SD 4018-CDM,Various - Take 6 Mega Mix,,,https://api.discogs.com/releases/743572,"{""want"": 20, ""have"": 72}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Maxi-Single"", ""Partially Mixed""]}]",uJBo7rlrz3IyuMe855_aRxrrzrk
662,Belgium,1991,"[""CD"", ""Compilation""]","[""Dance Opera"", ""Music Man Records"", ""Play It Again Sam"", ""Inter Service Press"", ""BE'S Songs"", ""H.P.F."", ""Music Man Import"", ""Sonet"", ""Finger In The Dyke Music"", ""Antler-Subway Records (UK) Ltd."", ""Take""]",release,"[""Electronic""]","[""House"", ""Techno"", ""Hard Beat""]",125829,"[""5413443031022"", ""5 413443 031022"", ""ISP D O 3 1 0 412 1545"", ""LC 6971"", ""SABAM""]",44141,https://api.discogs.com/masters/44141,/release/125829-Various-Take-7-Skizzo,DO 310,Various - Take 7 - Skizzo,,,https://api.discogs.com/releases/125829,"{""want"": 113, ""have"": 231}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Compilation""]}]",uJBo7rlrz3IyuMe855_aRxrrzrk
663,Belgium,1991,"[""Cassette"", ""Compilation""]","[""Dance Opera"", ""Antler-Subway Records (UK) Ltd."", ""Play It Again Sam"", ""Duplitape Belgium"", ""Take""]",release,"[""Electronic""]","[""House"", ""Techno"", ""Hard Beat""]",909942,"[""5 413443 031053"", ""SABAM""]",44141,https://api.discogs.com/masters/44141,/release/909942-Various-Take-7-Skizzo,DO 310 MC,Various - Take 7 / Skizzo,,,https://api.discogs.com/releases/909942,"{""want"": 19, ""have"": 18}",1,"[{""name"": ""Cassette"", ""qty"": ""1"", ""descriptions"": [""Compilation""]}]",uJBo7rlrz3IyuMe855_aRxrrzrk
664,Belgium,1991,"[""Vinyl"", ""12\"""", ""45 RPM""]","[""Dance Ink"", ""Private Beats Inc."", ""Space Records"", ""Private Beats"", ""Space Records"", ""Sneak Preview"", ""Space Records"", ""Sneak Preview"", ""Dance Ink"", ""Dance Ink"", ""Foon"", ""Druco Music""]",release,"[""Electronic""]","[""Techno""]",227176,"[""SABAM T.M."", ""DAI 003 - AI FOON 1"", ""DAI 003 - AAI FOON 1Z"", ""DAI 003 - AI FOON 1Z""]",0,,/release/227176-White-Monster-Monster,DAI 003,White Monster - Monster,,,https://api.discogs.com/releases/227176,"{""want"": 467, ""have"": 78}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""45 RPM""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
665,Europe,2022,"[""CD"", ""Album"", ""Stereo""]","[""Warner Bros. Records"", ""Warner Bros. Records Inc."", ""Time Warner"", ""R.E.M./Athens Ltd"", ""R.E.M./Athens Ltd"", ""Night Garden Music"", ""TBC"", ""Warner-Tamerlane Publishing Corp."", ""Warner Music Manufacturing Europe"", ""Ocean Way Recording"", ""Criteria Recording Studios"", ""Crossover Soundstage"", ""Kingsway Studios, New Orleans"", ""Louie's Clubhouse"", ""Ocean Way Recording"", ""Precision Mastering"", ""WMME Alsdorf""]",release,"[""Rock""]","[""Alternative Rock""]",2223378,"[""0 9362-45740-2 6"", ""093624574026"", ""WE 833"", ""LC 0392"", ""GEMA/BIEM"", ""BMI"", ""936245740-2 WME"", ""[Warner big \""W\"" logo]"", ""IFPI L011"", ""none"", ""936245740-2 WME"", ""IFPI L011"", ""IFPI 0525"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0531 "", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0548"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0540"", ""936245740-2 WME "", ""IFPI L011"", ""IFPI 0516"", ""936245740-2 WME "", ""[Warner big \""W\"" logo] 6"", ""IFPI L011"", ""IFPI 0604"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0605"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 060C"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 060B"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 05F7"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0532"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0574"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 05A2"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0581"", ""936245740-2.2 WME"", ""[Warner big \""W\"" logo] 7"", ""IFPI L011"", ""IFPI 0602"", ""936245740-2 WME "", ""[Warner big \""W\"" logo]"", ""IFPI L011"", ""IFPI 0522"", ""936245740-2 WME "", ""IFPI L011"", ""IFPI 0502"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 05A8"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0530"", ""936245740-2 WME "", ""[Warner big \""W\"" logo]"", ""IFPI L011"", ""IFPI 0532"", ""936245740-2 WME "", ""IFPI L011"", ""IFPI 0570"", ""936245740-2.2 WME"", ""5"", ""IFPI L011"", ""IFPI 0610"", ""936245740-2.2 WME"", ""[Warner big \""W\"" logo] 16"", ""IFPI L011"", ""IFPI 0522"", ""936245740-2.2 WME"", ""2"", ""IFPI L011"", ""IFPI 0608"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 05D2"", ""936245740-2 WME "", ""[Warner big \""W\"" logo]"", ""IFPI L011"", ""IFPI 0580"", ""936245740-2.2 WME"", ""[Warner big \""W\"" logo] V"", ""IFPI 0606"", ""936245740-2.2 WME"", ""[Warner big \""W\"" logo]"", ""IFPI L011"", ""IFPI 0609"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0529"", ""936245740-2.2 WME"", ""IFPI L011"", ""none"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0504"", ""936245740-2 WME "", ""[Warner big \""W\"" logo]"", ""IFPI L011"", ""IFPI 0535"", ""936245740-2 WME "", ""[Warner big \""W\"" logo] 32"", ""IFPI L011"", ""IFPI 0506"", ""936245740-2.2 WME"", ""[Warner big \""W\"" logo]"", ""IFPI L011"", ""IFPI 0523"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0060D"", ""936245740-2.2 WME"", ""[Warner big \""W\"" logo]"", ""IFPI L011"", ""IFPI 0553"", ""936245740-2.2 WME"", ""5"", ""IFPI L011"", ""IFPI 0602"", ""936245740-2.2 WME"", ""IFPI L011"", ""IFPI 0524"", ""936245740-2 WME "", ""none"", ""IFPI L011"", ""none"", ""936245740-2 WME "", ""[Warner big \""W\"" logo]"", ""IFPI L011"", ""IFPI 0527"", ""936245740-2.2 WME"", ""[Warner big \""W\"" logo] 37"", ""IFPI L011"", ""none"", ""936245740-2 WME "", ""[Warner big \""W\"" logo] 16"", ""IFPI L011"", ""IFPI 0502"", ""936245740-2.2 WME"", ""[Warner big \""W\"" logo] Ⅲ"", ""IFPI L011"", ""IFPI 060E"", ""936245740-2.2 WME"", ""[Warner big \""W\"" logo]"", ""IFPI L011"", ""IFPI 0552""]",21320,https://api.discogs.com/masters/21320,/release/2223378-REM-Monster,9362-45740-2,R.E.M. - Monster,,,https://api.discogs.com/releases/2223378,"{""want"": 150, ""have"": 6523}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album"", ""Stereo""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
666,Europe,1991,"[""Vinyl"", ""LP"", ""Album"", ""Reissue"", ""Remastered""]","[""Craft Recordings"", ""Craft Recordings"", ""Concord Music Group, Inc."", ""Universal International Music B.V."", ""Craft Recordings"", ""R.E.M./Athens L.L.C."", ""R.E.M./Athens L.L.C."", ""TBC"", ""The Tilly Balloon Company"", ""Night Garden Music"", ""Universal Music Publishing Group"", ""Ocean Way Recording"", ""Criteria Recording Studios"", ""Crossover Soundstage"", ""Kingsway Studios, New Orleans"", ""Louie's Clubhouse"", ""Ocean Way Recording"", ""Sterling Sound"", ""Sterling Sound"", ""Optimal Media GmbH""]",release,"[""Rock""]","[""Alternative Rock""]",14353376,"[""8 88072 11148 6"", ""888072111486"", ""SESAC"", ""7211150 BJ81708-01 A1"", ""7211150 BJ81708-01 B1"", ""7211150 VX BJ81708-01 A1"", ""7211150 VI BJ81708-01 B1"", ""7211150 BJ81708-01 A1 △V"", ""7211150 1△ BJ81708-01 B1 "", ""7211150 BJ81708-01 A1 +lΛ"", ""7211150 BJ81708-01 B1 XlΛ"", ""7211150 BJ81708-01 A1 1="", ""7211150 I1 BJ81708-01 B1""]",21320,https://api.discogs.com/masters/21320,/release/14353376-REM-Monster,CR00240,R.E.M. - Monster,,,https://api.discogs.com/releases/14353376,"{""want"": 480, ""have"": 4456}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""text"": ""180g"", ""descriptions"": [""LP"", ""Album"", ""Reissue"", ""Remastered""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
667,Europe,2021,"[""Cassette"", ""Album"", ""Stereo""]","[""Warner Bros. Records"", ""Time Warner"", ""Warner Bros. Records Inc."", ""R.E.M./Athens Ltd"", ""R.E.M./Athens Ltd"", ""Night Garden Music"", ""Greg Fiering"", ""The Tilly Balloon Company"", ""Warner Music Manufacturing Europe"", ""Ocean Way Recording"", ""Criteria Recording Studios"", ""Crossover Soundstage"", ""Kingsway Studios, New Orleans"", ""Louie's Clubhouse"", ""Ocean Way Recording"", ""Precision Mastering"", ""Warner-Tamerlane Publishing Corp.""]",release,"[""Rock""]","[""Alternative Rock""]",1361200,"[""0 9362-45740-4 0"", ""093624574040"", ""GEMA/BIEM"", ""BMI"", ""LC 0392"", ""WE 491"", ""U""]",21320,https://api.discogs.com/masters/21320,/release/1361200-REM-Monster,9362-45740-4,R.E.M. - Monster,,,https://api.discogs.com/releases/1361200,"{""want"": 111, ""have"": 723}",1,"[{""name"": ""Cassette"", ""qty"": ""1"", ""text"": ""HX-Pro B-NR, 120 μs"", ""descriptions"": [""Album"", ""Stereo""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
668,Europe,2021,"[""CD"", ""Album"", ""Reissue"", ""Repress""]","[""Warner Bros. Records"", ""Warner Bros. Records Inc."", ""Time Warner"", ""R.E.M./Athens Ltd"", ""R.E.M./Athens Ltd"", ""TBC"", ""Greg Fiering"", ""Night Garden Music"", ""Warner-Tamerlane Publishing Corp."", ""Warner Music Manufacturing Europe"", ""Ocean Way Recording"", ""Criteria Recording Studios"", ""Crossover Soundstage"", ""Kingsway Studios, New Orleans"", ""Louie's Clubhouse"", ""Ocean Way Recording"", ""Precision Mastering"", ""WMME Alsdorf""]",release,"[""Rock""]","[""Alternative Rock""]",12984818,"[""0 9362-45740-2 6"", ""093624574026"", ""WE 835"", ""LC 0392"", ""GEMA/BIEM"", ""BMI"", ""[Warner logo] 936245740-2.3 09/99"", ""IFPI L012"", ""IFPI 05R2"", ""[Warner logo] 936245740-2.3 09/99"", ""IFPI L012"", ""IFPI 0529"", ""[Warner logo] 936245740-2.3 09/99"", ""IFPI L012"", ""IFPI 05N9"", ""[Warner logo] 936245740-2.3 09/99"", ""IFPI L012"", ""IFPI 05A8"", ""[Warner logo] 936245740-2.3 09/99"", ""IFPI L012"", ""IFPI 0594"", ""[Warner logo] 936245740-2.3 09/99"", ""IFPI L012"", ""IFPI 05N7"", ""[Warner logo] 936245740-2.3 09/99"", ""IFPI L012"", ""IFPI 05N8""]",21320,https://api.discogs.com/masters/21320,/release/12984818-REM-Monster,9362-45740-2,R.E.M. - Monster,,,https://api.discogs.com/releases/12984818,"{""want"": 66, ""have"": 390}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""text"": ""Orange Disc Tray"", ""descriptions"": [""Album"", ""Reissue"", ""Repress""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
669,China,1991,"[""CD"", ""Album""]","[""Warner Bros. Records"", ""Warner Music Hong Kong"", ""Jin Die"", ""Time Warner"", ""R.E.M./Athens Ltd"", ""R.E.M./Athens Ltd"", ""Night Garden Music"", ""Warner-Tamerlane Publishing Corp."", ""Guangzhou Publishing"", ""Ocean Way Recording"", ""Criteria Recording Studios"", ""Crossover Soundstage"", ""Kingsway Studios, New Orleans"", ""Louie's Clubhouse"", ""Ocean Way Recording"", ""Precision Mastering"", ""Warner Music Manufacturing Europe"", ""WEA Manufacturing""]",release,"[""Rock""]","[""Alternative Rock""]",11263549,"[""JCD-4259"", ""none"", ""ifpi Q101"", ""CN-F13-97-332-00/A.J6"", ""LC 0392"", ""WE 833""]",21320,https://api.discogs.com/masters/21320,/release/11263549-REM-Monster,9362-45740-2,R.E.M. - Monster,,,https://api.discogs.com/releases/11263549,"{""want"": 59, ""have"": 4}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
670,US,1991,"[""Vinyl"", ""LP"", ""Album""]","[""Alias"", ""Olde West Recording, San Francisco, CA"", ""Soma Sync Studios""]",release,"[""Rock"", ""Reggae"", ""Funk / Soul"", ""Folk, World, & Country""]","[""Folk Rock"", ""Indie Rock"", ""Funk"", ""Reggae-Pop""]",2578663,"[""0 9371-60017-1 3""]",296553,https://api.discogs.com/masters/296553,/X-Tal-Die-Monster-Die/release/2578663,A012,X-Tal - Die Monster Die,,,https://api.discogs.com/releases/2578663,"{""want"": 23, ""have"": 112}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""LP"", ""Album""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
671,Europe,1991,"[""Cassette"", ""Album"", ""Stereo""]","[""Warner Bros. Records"", ""Time Warner"", ""Warner Bros. Records Inc."", ""R.E.M./Athens Ltd"", ""R.E.M./Athens Ltd"", ""Night Garden Music"", ""Greg Fiering"", ""The Tilly Balloon Company"", ""Warner Music Manufacturing Europe"", ""Ocean Way Recording"", ""Criteria Recording Studios"", ""Crossover Soundstage"", ""Kingsway Studios, New Orleans"", ""Louie's Clubhouse"", ""Ocean Way Recording"", ""Precision Mastering"", ""Warner-Tamerlane Publishing Corp.""]",release,"[""Rock""]","[""Alternative Rock""]",31634908,"[""0 9362-45740-4 0"", ""093624574040"", ""GEMA/BIEM"", ""BMI"", ""LC 0392"", ""WE 491"", ""U""]",21320,https://api.discogs.com/masters/21320,/release/31634908-REM-Monster,9362-45740-4,R.E.M. - Monster,,,https://api.discogs.com/releases/31634908,"{""want"": 15, ""have"": 12}",1,"[{""name"": ""Cassette"", ""qty"": ""1"", ""text"": ""HX-Pro B-NR, 120 μs"", ""descriptions"": [""Album"", ""Stereo""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
672,US,1991,"[""CD""]","[""Gang Of Seven"", ""Spalding Gray"", ""Gang Of Seven"", ""Gang Of Seven"", ""Gang Of Seven Inc."", ""Gang Of Seven Inc."", ""Gang Of Seven Inc."", ""BMG Distribution"", ""Cacophony Productions"", ""Lincoln Center Theater"", ""Disc Manufacturing, Inc., Huntsville""]",release,"[""Non-Music""]","[""Monolog""]",753751,"[""7 4144-22001-2 1"", ""74144-2200121"", ""DDD"", ""74144220012A DISC MFG, INC (H) W. O. 26361-1"", ""74144220012B DISC MFG, INC (H) W. O. 26361-1M""]",0,,/release/753751-Spalding-Gray-Monster-In-A-Box,74144-22001-2,Spalding Gray - Monster In A Box,,,https://api.discogs.com/releases/753751,"{""want"": 14, ""have"": 52}",2,"[{""name"": ""CD"", ""qty"": ""2""}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
673,Spain,1992,"[""Vinyl"", ""7\"""", ""45 RPM""]","[""Munster Records"", ""Tecnodisco, S.A.""]",release,"[""Rock""]","[""Garage Rock""]",10777035,"[""SGAE"", ""DLM-665-1991"", ""7017-AO"", ""7 0 71 7017-BO COLLECTOR'S SCUM""]",1230339,https://api.discogs.com/masters/1230339,/Yard-Trauma-Watchin-Monster-Movies/release/10777035,7017,Yard Trauma - Watchin' Monster Movies,,,https://api.discogs.com/releases/10777035,"{""want"": 12, ""have"": 32}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""7\"""", ""45 RPM""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
674,US,2011,"[""Vinyl"", ""7\"""", ""45 RPM"", ""Single""]","[""Turn Of The Century Records"", ""Distressing Music""]",release,"[""Rock""]","[""Alternative Rock""]",8793385,"[""9112X06A A&R SPGII> EG"", ""9112X06B A&R SPGII> EG"", ""ASCAP""]",0,,/release/8793385-Giant-Metal-Insects-White-Monster,TOC GM1-EP,Giant Metal Insects - White Monster,,,https://api.discogs.com/releases/8793385,"{""want"": 8, ""have"": 6}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""7\"""", ""45 RPM"", ""Single""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
675,US,1991,"[""Cassette""]","[""Not On Label (Monster Bait Self-Released)"", ""White Rose Studios""]",release,"[""Rock""]","[""Alternative Rock"", ""Goth Rock"", ""Punk""]",4167435,[],0,,/Monster-Bait-Monster-Bait/release/4167435,none,Monster Bait - Monster Bait,,,https://api.discogs.com/releases/4167435,"{""want"": 12, ""have"": 2}",1,"[{""name"": ""Cassette"", ""qty"": ""1""}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
676,US,1987,"[""CD"", ""Compilation"", ""Remastered""]","[""Capitol Records"", ""Capitol-EMI Music, Inc."", ""Capitol Records, Inc."", ""Capitol Records, Inc."", ""Capitol Records, Inc."", ""Capitol Jax""]",release,"[""Rock"", ""Pop""]","[""Surf"", ""Vocal""]",3320693,"[""0 7777-96861-2 4"", ""077779686124"", ""CPCD 96861 S1524F 1-1-1 CAPITOL JAX 1 C""]",1202402,https://api.discogs.com/masters/1202402,/release/3320693-Various-Monster-Summer-Hits-Wild-Surf,CDP 7 96861 2,Various - Monster Summer Hits Wild Surf,,,https://api.discogs.com/releases/3320693,"{""want"": 18, ""have"": 104}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Compilation"", ""Remastered""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
677,US,1999,"[""CD"", ""Album""]","[""Alias"", ""American Helix"", ""Alias Records"", ""Alias Records"", ""Undulant Rhetoric"", ""Soma Sync Studios"", ""Olde West Recording, San Francisco, CA"", ""Soma Sync Studios""]",release,"[""Rock"", ""Reggae"", ""Funk / Soul"", ""Folk, World, & Country""]","[""Folk Rock"", ""Indie Rock"", ""Funk"", ""Reggae-Pop""]",2333864,"[""093716001720"", ""0 9371-60017-2 0"", ""MANUFACTURED BY AMERICAN HELIX W.O.# E30360-3 *CD1389* A012-D"", ""BMI""]",296553,https://api.discogs.com/masters/296553,/X-Tal-Die-Monster-Die/release/2333864,A012-D,X-Tal - Die Monster Die,,,https://api.discogs.com/releases/2333864,"{""want"": 10, ""have"": 40}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
678,Germany,1999,"[""Vinyl"", ""LP"", ""Album""]","[""Glitterhouse Records"", ""EFA"", ""Primo Scree"", ""Monster Magnet Music"", ""Storybook Music"", ""Subterranean Sound"", ""Spahn Ranch Studio"", ""Subterranean Sound"", ""Interpress""]",release,"[""Rock""]","[""Hard Rock"", ""Psychedelic Rock"", ""Space Rock"", ""Heavy Metal""]",9896145,"[""J+P 420-A1"", ""J+P 420-B1   GR 0172/ "", ""LC 8323"", ""none""]",11766,https://api.discogs.com/masters/11766,/release/9896145-Monster-Magnet-Spine-Of-God,GR 0172,Monster Magnet - Spine Of God,,,https://api.discogs.com/releases/9896145,"{""want"": 252, ""have"": 83}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""text"": ""White Labels"", ""descriptions"": [""LP"", ""Album""]}]",5jn8Pqdlzd2nUmLtENGGpKeOn9Y
